UserId,HiredForJobId,Skills,UsersPosition
678956,1444,"javascript, angular, mongodb, aws, git, react.js, node.js",Software Engineer
678964,1734,"agile, android, rest api, android studio, dagger, mvvm, portuguese, realm, retrofit, english, git, java, kotlin, mvp",Android Developer
679008,1472,"redux, express.js, node.js, javascript, ruby on rails, react.js, rspec","Software Developer, Andela"
679018,2972,"estimation, jira, testing, performance test planning, amazon web services, aws, ci/cd automation, linux, scrum, jmeter, test planning and test script, webdriver, test case, test design, python, java, quality assurance, test automation, selenium, jenkins, qa",Senior QA Automation Engineer
679027,1623,"kubernetes, jira, jenkins, cloud computing, nginx, azure, git, centos, redhat, aws, terraform, linux, windows, python, bash script, docker, ansible, scripting, devops",DevOps engineer
679140,1590,"perl, c, python, html, shell script, sql server, microsoft office, ms excel, jira, confluence, git, linux, unix, unix shell scripting, unix system administration, coaching, project lead, team leadership, estimation, requirement gathering, requirements analysis, analytical and critical thinking skills, java, tcl, json, xml, bash script, detail oriented, github, japanese, photography, communication, mysql, sql, creativity, hard-working, etl, collaboration, team management, data analysis, automation",Senior Software Developer
679232,1134,"augmented reality, c, c++, unix, virtual reality, hololens developer, oracle db, pl/sql, opengl, computer graphics, opencv, python, java, c#, xcode, ios",Architect - Technology
679254,2971,"angular, css, html, javascript, jquery, operating systems, php, progress, uml, xml, scrum, software development, sql, typescript, python, react native, docker, spring mvc, spring boot, github, git, tfs, jira, zendesk, node.js, java, json, mysql",Full Stack Developer
679570,1694,"full stack, node.js, devops, front end, backend development, java, php, jquery, angular, react native, ionic framework, javascript, react.js, gitlab, github, continuos deployment, continuous delivery, continuous integration, programming, software architecture, software engineering, project coordination, mobile application development, mongodb, sails.js, mongoose, heroku, aws, google app engine, bluemix, express.js, open source, blogging, technical documentations, travis ci, bitbucket, medium, docker, typescript, nginx",Senior Javascript Engineer
679775,1522,"sql, business analysis, tdd, project management professional, product management, scrum master certified, project management, agile methodologies, software engineering, customer relationship",A product is business meeting tech to create value
679790,1563,".net, c#, sql server, software engineering, testing, unit testing, android, mvc, javascript, vue.js, angular, jquery, mongodb, java, c++, php, css, html, oracle db, mysql, azure",Full Stack .NET developer
680020,1319,"database administration, ansible, python, linux, ci/cd automation, kubernetes, docker, amazon ec2, amazon web services, aws, elasticsearch, devops, bash script, terraform",Lead Devops Engineeer at ARCA Payments
680294,1476,"java, j2ee, spring, junit, react.js, kafka, hive, hibernate, machine learning, python, scala, team leadership, cloud computing, sqoop, git, maven, gradle, elasticsearch, jupyter, project lead, numpy, scikit-learn, spark, hadoop",Big Data Architect (Hands-on)
680450,1165,"itil, ftp, tcpdump, http, shell script, aws, pci-dss, System Administration, python, sonarqube, gitlab, github, postgresql, mysql, dns, nginx, apache, jboss, jvm, gradle, elk stack, sensu, docker, linux, ansible, terraform, jenkins, cloud computing, security operations, git flow",Devops Engineer Senior
680545,1236,"aws, php, javascript, laravel, database administration, mobile application development, api, databases, database design, database tuning, html, rest api, backend development, oop, elasticsearch, software development, sass, agile methodologies, front end, unit testing, object orientation, css, agile development methodology, vue.js, angular, ionic2, postgresql, jquery, wordpress, ability to meet deadlines., scrum, git, mysql",Dedicated / detailed oriented full stack developer
680559,1373,"c#, angular, linux, docker, postgresql, oracle db, java, sql server, pl/sql, maven, extjs, javascript, jenkins, rest api, lambda expressions",Senior Software Developer
680879,1124,"api, sass, heroku, saas, ux, postgresql, redux-saga, styled-components, php, agile, es7, english, html, css, rest api, restify, mysql, swagger, now.sh, ui, express.js, firebase, aws, node.js, server less, react.js, react native, javascript, mongodb, bluemix, docker, es6, mongoose, test automation, sql, redis, graphql, redux, babeljs, webpack, eslint, mochajs",React Application Architect
680879,1593,"mochajs, eslint, webpack, babeljs, redux, graphql, redis, sql, test automation, mongoose, es6, docker, bluemix, mongodb, javascript, react native, react.js, server less, node.js, aws, firebase, express.js, ui, now.sh, swagger, mysql, restify, rest api, css, html, english, es7, agile, php, styled-components, redux-saga, postgresql, ux, saas, heroku, sass, api",React Application Architect
680888,976,"jsf, jsp, php, postgresql, architecture, junit, java, sql server, git, react.js, test automation, spring, node.js",Software Developer
681068,1319,"jboss, wildfly, go lang, kubernetes, docker, rackspace, aws, jenkins, perl, bind9, kvm, celery, kafka, dc/os, db2, selenium, sonarqube, nexus, websphere application server, ibm bluemix, ldap, sso, infrastructure, dns, terraform, ansible, linux, unix, ci/cd automation, deploy, production support, haproxy, nginx, mongodb, python, bash script, flask, vagrant, nagios, protheus, appdynamics, cloud computing, vmware esxi, aix, shell script, openstack",Devops Architect
681438,1704,"php, databases, machine learning, Big Data, full stack, docker, hadoop, spark, git, api, python",Senior Python data and machine learning engineer
681622,1561,"microservices, java, rest api, soap, web services, soa, maven, jenkins, oracle bpel, junit, jax-rs, jax-ws, swagger, spring, spring boot, struts, hibernate, ibatis, eclipse, jpa, jquery, css, bootstrap, bpm, javascript, j2ee, scrum, webmethods for bpm developers, xslt, uml, cvs, git, svn, sql and pl/sql tuning, sql, ibm websphere, weblogic, tomcat, tfs",Senior Software Engineer
682041,1746,"software engineering, sql, angular, spring, software development, javascript, html, css, rest api, web applications, design patterns, agile, java, php, product owner, product management, data mining, data modeling and systems analysis",Software Engineer
682321,1200,"aws, infrastructure, vmware administration, docker, devops, cloud computing, amazon ec2, amazon web services, bash script, jenkins, terraform, linux, windows and linux servers, github, raspberry pi, ec2",Cloud/DevOps Engineer
682447,1590,"java, hibernate, git, tomcat, rest api, html, css, sql, eclipse, uml, jpa, agile development methodology, web services, svn, jenkins, json, ddd, oracle db, mysql, postgresql",Software Engineering Analyst (Java)
682510,1246,"c++, java, sybase, sql development, c",Senior Software Developer C/C++/Java
682550,1438,"saas, databases, startups, support, agile, strategic planning, product launch: planning and execution, product design, cloud computing, architecture, angular, product management, python, hadoop, node.js, aws, cloudera, Big Data, ui path, challenge driven, communication, marketing, full stack, web applications, mobile applications, javascript, react.js, technical architect, azure, gcp, enterprise architecture, software architecture","Senior Technical Architect and Product Manager "
682639,1539,"python, javascript, node.js, firebase, algolia, react.js, linux, html, scss, angular, rest api, aws, css, docker, mongodb, postgresql, redis",Full Stack Software Developer
683056,1423,"spring, jquery, jsf, actionscript 3, django, arduino, docker, bootstrap, ionic framework, jenkins, php, cobol, cassandra, apache kafka, mongodb, redis, adsupport, android, phonegap, adianti, devops, oracle retail, advertising, biodiesel, credit recovery, prototype, adobe illustrator, python, javascript, ios, oracle db, java, vagrant, linux, ansible, angular, full stack, vue.js, startups, databases, node.js, agile, react.js, fast learning, design thinking",Software Consultant
683161,1770,"node.js, angular, javascript, java, backend development, front end, html, css, full stack, npm, agile methodologies, scrum, jira, es6, object oriented design, test-driven development (tdd), express.js, ionic framework, mongodb, github, unit testing, sql server, continuous delivery, git, mvc modeling, rest api, typescript, socket.io, docker, kubernetes",Fullstack Developer | Node.js | React | Angular
683220,1428,css,Full-stack Software Engineer
683374,1762,"sql server, entity framework, asp.net mvc, linux, windows, azure, rest api, bitbucket, lamp, design patterns, mysql, javascript, es6, sdlc practices, cordova, node.js, npm, html, css, webpack, jquery, ASP.Net MVC, angular, c#, git, git flow, gulp, gulp/grunt, php, bootstrap, cqrs, typescript, linq, domain drive design, devexpress, single-­page applications, docker, scripting, oops, web api, seo, tsql, wordpress,  php,joomla,magneto,bootstrap, mvc, communication, startups, ui, ux, windows server, cloud computing, google cloud, microservices, mvc - advanced, sql, etl, architecture, full stack, front end, backend development, ability to meet deadlines., ASP.Net Core, mobile application development, ajax, xml, json",Experienced Full Stack Developer
683440,1512,"angular, css, python, html, django, django rest, git, c++, sql, react.js, react native, qt (c/c++)",Full-stack developer
683730,1371,"node.js, react.js, jquery, github, bitbucket, agile development methodology, python, redux, heroku, css, drone, docker, tdd, backend development, android, java, git, git flow, json, xml, nosql, aws, flask, mongodb, sqlite, laravel, training & mentoring, lms, linux, sql, mysql, travis ci, react native, agile, front end, fast learning, continuous integration, continuos deployment, bootstrap, fast paced work experience, android framework, oop, algorithms, postgresql, zend, rest api, javascript, single-­page applications, es6, apache, php, database design, jinja2, sqlalchemy, html",Senior Software Engineer
683916,1368,"linux debian, sql, sql server integration server, postgresql, angular, .net, docker, scrum, c#, javascript",Software Developer
684038,1352,"devops, aws, c, java, cloud computing, amazon ec2, zabbix, python, elasticsearch, ci/cd automation, docker, jenkins, ansible, redis, kubernetes, openshift, git, elk stack",Senior DevOps Engineer
684312,1714,"react.js, javascript, agile, jest, tdd, version controll, mobile development, web development, node.js, express.js, mongodb, mongoose, webpack, html, css, sass, ux, ui, yarn, npm, es6, es7, scrum, babeljs, flux, git, github, git flow, azure, jira, remote work, react native, typescript, kanban, redux, rest api, graphql, mochajs",React Front-End Developer
684338,1455,"aws, css, go lang, react.js, docker, javascript, node.js, html",Fullstack Developer
684457,1347,"javascript, react.js, postgresql, graphql, redux, rest api, stripe, aws, node.js, electron.js, gis, saas, ux, ui, bootstrap, software architecture, software development, typography, websockets, mongodb, typescript, meteor",Full-stack Developer / CTO
684502,1634,"ruby on rails, javascript, php, git, tdd - intermediate, react native, react.js, jquery, ionic framework, angular, android, sql, aws, heroku",Software Engineer
684516,1377,"html, php, advpl, javascript, mysql, sql, progressive web apps, ajax, codeigniter, jquery, bootstrap, laravel",Web Developer
684561,1167,"javascript, postgresql, redux, redux-saga, react.js, html, css, sql, linux, php",Front-End Developer
684569,1685,"git, sqlalchemy, python, django, docker, postgresql, mynql, mysql",Backend engineer
685058,1358,"project management, quality management, iso 9001, python, selenium, java, pl/sql, planning poker, nosql, rest api, soap, quality assurance, iso 29119, iso 25010, kanban, scrum, etl",Software Quality Assurance Engineer
685296,1507,"development, training & mentoring, iso 8583, relational database, development, marketing, support, application management, agile & waterfall methodologies, transactional systems, saas, client relationship, digital transformation, gis, sql, c, sales and client focus, product design, product management, product launch: planning and execution, selenium, scrum, qa, test design, test case, test automation, problem solving, test management, system analysis, unix, payments, analysis, consulting, itil, analytical and critical thinking skills, leadership, presentation, pre-sales",Applications and Digital Product Manager
685478,902,".net, sql server, javascript, typescript, angular, vue.js, ionic framework",Full Stack Developer
685968,1537,"maven, git, spring data, spring mvc, sql, rest api, unit testing, cassandra, nosql, kafka, microservices, spring cloud, eclipse, kotlin, java, spring boot, hibernate, spring, scala, mongodb, soap, junit, http, elasticsearch, docker, node.js, databases, postgresql",Software Engineer
696183,1357,"ruby on rails, javascript, python, java, html, css, sql, mongodb, linux, unix shell scripting, c#, object orientation, rabbitmq, aws, google cloud",Software Engineer
696439,1289,"sql, html, css, python, continuous integration, continuous delivery, ajax, apache, application security, automation, backend development, bash script, cloud computing, communication, consulting, data analysis, data warehouse, distributed systems development, docker, google cloud, azure, aws, etl, fast paced work experience, flexbox, front end, nosql, nosql databases, jvm, bootstrap, ci/cd automation, cms, design patterns, bi, microservices, people management, relational database, rest api, php, api, agile, devops, scrum, saas, robotics, sass, sdlc practices, security and risk management, selenium, shell script, single-­page applications, soap, software architecture, software development, tcp/ip, tech recruiting, telecommunication, telecom networks, test automation, ui, ux, unit testing, web api, windows, wireless, ecmascript, es6, experience working for a startup company, fast learning, linux sysadmin, open source, research, startups, strong communication skills, technical documentations, technical recruitment, testing, continuos deployment, hbase, information security, infrastructure, json, lambda expressions, lamp, leadership, maven, mobile development, mvc, .net, network security, node.js, oop, product launch: planning and execution, qa, quality assurance, postgresql, mysql, sql server, ionic framework, scala, groovy, angular, linux, mercurial, database design, java, javascript, databases, jquery, hibernate, typescript, sqlite, goal oriented, ec2, full stack, git, jenkins, xen, tomcat, jboss, jetty, ruby on rails, django, c, dojo, project management, team leadership",Senior Software Engineer
696593,1389,"aws, bash script, dart, flutter, google cloud, java, javascript, react.js, vue.js, web development, react native, angular, es6, linux, redux, ruby on rails, node.js, flutter, ruby",Software Craftsman
696630,1264,"es6, es7, google cloud, nosql, xml, html, mobile development, people management, software architecture, cms, marketing, mobile application development, mobile applications, support, product management, gulp, azure, api, continuous integration, rest api, saas, full stack, fast learning, css, ecmascript, git, github, agile methodologies, agile, backend development, front end, strong communication skills, español, json, sap, fiori, sap ui5, sap abap developer certified, angular, mongodb, mongoose, express.js, node.js, es2015, eslint, aws, team leadership, team management, team player, team work spirit, teamwork, teamwork oriented, teamwork, dedication and honesty., docker, english, problem management, problem solving, communication, open source, devops, infrastructure, speak spanish, javascript, abap",Make a better world through technology
696873,1357,"c++, erlang, linux kernel, tcp/ip, web development, architectural patterns, python, javascript, telecom networks, voip, test planning and test script, virtualization, cloud computing, distributed systems development, embedded linux, node.js, c, network protocols, rest api, hardware, system architect",Senior Software Engineer
697659,1446,"analytical skills, ci/cd automation, web api, web development, highload, team management, selenium, problem solving, agile, decision making, product analysis, amplitude, mongodb, sql, php, javascript, linux, docker, mysql, html, jira, git, a/b tests, go lang, clickhouse, redis, rabbit mq, node.js, react.js, vue.js, gitlab, kubernetes, ios, rust, russian, english, continuos deployment, continuous integration, front end, microservices, aws, data analysis, swift, startups, laravel, oop, rest api, tdd, continuous delivery, git flow, leadership, css, html, single-­page applications, api, engineer, angular, full stack, nosql, backend development, nosql databases, saas, team leadership, software architecture, unit testing",Senior Software Engineer
697897,1537,"postgresql, jackson, spring data, spring jpa, elasticsearch, nlp, Big Data, cassandra, couchdb, mongodb, java, java server pages, spring boot, apache kafka, spark, hibernate, coffeescript, python, express.js, es6, node.js, mvc, rest api, numpy, pandas, spring, agile, team management, research, zookeeper, git, devops, unix system administration, mysql, agile project management, scrapy, unit testing, web services, continuos deployment, continuous integration, algorithms, team leadership, oop, microservices, backend development, docker",Senior Software Developer
697973,1318,"problem solving, engagement, troubleshooting, http, dns, administrator network, application management, ott",Skilled Engineer looking for new challenges
698491,1643,"xcode, ios design patterns, ios, mobile application development, git, swift, coredata, cocoapods, git flow, jira, agile, github",Computer Science Technician
699111,1522,"python, aws, cloud computing, agile & waterfall methodologies, jira, nlp, saas, nosql databases, sql, product management, product owner, devops, github, docker, ansible, linux, machine learning","Product Manager "
699805,1368,"c#, scrum, sql server, entity framework, visual studio, ddd, unit testing, .net, mvc, domain drive design, ASP.Net MVC, agile, git",Software Developer
699944,1419,"network, linux, c, c for microcontroller, c++, python, git, java, mysql, docker, github, bitbucket, cmake, multithreading",Back-End and System Software Engineer
699955,1271,"infrastructure, systems integration, devops, agile methodologies, machine learning, cloud computing, manufacturing knowledge, web applications, databases, api, architecture, security and risk management, microservices, kubernetes, containerization, docker, it solutions architect, software architecture",IT Solutions Architect
700166,1568,"jquery, es2015, es6, css, html, foundation, github, javascript, react.js, vue.js, typescript, node.js, scrum, bootstrap, git, php, mysql, oracle db, tortoise, uml, jboss drools, responsive development, jira, postman",FullStack Developer
710360,2982,"github, git, rspec, sql, postgresql, redux, elasticsearch, node.js, es6, es2015, heroku, sidekiq, javascript, aws, html, css, sass, scss, mongodb, mysql, ruby, redis, ruby on rails, react.js",Full-Stack Ruby on Rails Developer
710723,1630,"problem solving, software developer, postgresql, jdbc, hive, high availability, spring, customer service, web api, puppet, continuos deployment, containerization, j2ee, hibernate 3 and 4, jboss, ui, mysql, product design, product management, infrastructure, system engineering, system analysis, team leadership, team management, communication, redshift, computer science, scripting, continuous delivery, spring boot, jms, git repository, continuous integration, http, c, .net, mvvm, mvc, mvc 4 & 5, mvc - advanced, ASP.Net Core, ASP.Net MVC, asp, visual studio, ci/cd automation, git, github, gitlab, unit testing, azure api management, sql, sqlalchemy, sql server, scrum, xp, lean, scrum, scrum master certified, nosql, kafka, json, redis, api, test management, test case, test design, automation, automation projects, rest api, microservices, agile, social media, software architecture, hibernate, kanban, redux, css, jquery, express.js, apache, ruby on rails, clojure, any programmer language, control-m, analytical and critical thinking skills, analitical mind, analytics, debian, oop, architecture, architectural patterns, architecture analysis, lambda expressions, data science, data analysis, oriented object, django, machine learning, mac os, artificial intelligence, numpy, scientific computing, scikit-learn, windows forms, windows azure, test automation, test-driven development (tdd), customer experience, customer relationship, customer management, ibm bluemix, data mining, algorithms, data structures, data presentation, customer support, blue prism, open source, excel, microsoft entity framework, wpf, wcf, go lang, saas, typescript, design patterns, cloudera, blockchain technologies, ethereum, qt, ubuntu server, socket.io, Big Data, software engineering, software development, teamcity, lead developer, javascript, java patterns, swagger, product owner, azure, agile & waterfall methodologies, agile development methodology, agile methodologies, agile and kanban process, jenkins, perforce, ec2, eclipse, visual studio code, visual c++, unix, unix shell scripting, linux kernel, tech recruiting, backend development, relational database, html, jira, python, c#, cloud computing, aws redshift, sql development, mongodb, devops, aws, mariadb, c++, java, qa, databases, database design, integration test, a/b tests, bitbucket, svn, nagios, hortonworks, elasticsearch, extreme programming, leadership, vue.js, nosql databases, less, less / sass, startups, scala, hbase, management, cassandra, bigquery, d3.js, bash script, tableau, data studio, google api's, google analytics, boost, storm, boost c++ libraries, qt (c/c++), jvm, testing, hadoop, spark, full stack, google cloud, angular, node.js, flask, kubernetes, docker, ansible, data integration - enterprise, system architect, linux, project management professional, react.js",An IT professional with 19+ years experience
711288,2943,"ASP.Net MVC, .net, azure, c#, sql server, react.js",".Net, Azure (IOT, Storage), React specialist"
711675,1657,"typescript, numpy, pandas, oop, functional programming, git, agile methodologies, jquery, linux, sql, scrum, javascript, python, django, flask, express.js, backend development, full stack, sql server, react.js, windows, mysql, api, rest api, rabbit mq, docker, english, html, postgresql, css, node.js, mongodb, databases, elasticsearch, loopback, nosql, redis",Software Engineer
713188,1522,"pricing analysis, product management, product launch: planning and execution, project management, marketing strategy, certified product owner",Product Manager - Internet of Things
713684,1804,"kafka, sql, java, spring, rest api",backend  Java engineer
714412,1770,"scrum, .net, angular, web api, git repository, web applications, .net core, c#",Senior Full Stack Developer
714672,1822,"java, php, pl/sql, laravel, react.js, vue.js, mysql",Software Developer
714814,1641,"sql, mysql, redis, docker, startups, ruby, ruby on rails, cache, rest api, spring boot, spring data, spring jpa, spring jdbc, spring mvc, spring security, oauth2, performance optimization, performance test planning, agile, agile methodologies, tdd, bdd - behavior-driven development, java security, protobuf, grpc, json, xml, performance and tuning, api, integration architecture, integration test, unit testing, javascript, spring, java sdk 1.5 1.6 1.7 and 1.8, postgresql, mongodb, oracle db, jms, microservices, rabbit mq, jvm, kotlin, kafka, java, aws, google cloud, chef",Staff Software Engineer and Lead Developer
714908,1419,"jenkins, shell script, middleware, infrastructure, devops, english, docker",DevOps/Infrastructure specialist
714965,1602,"javascript, linux, java, kotlin, spring, hibernate, sql, multithreading, jenkins, gradle, ant, maven knowledge, git, docker, postgresql, bash script, tomcat, spring data, spring cloud, spring boot, devops, gitlab",Backend developer
715191,2917,"microservices, kafka, ansible, jenkins, maven, elasticsearch, spring boot, rabbit mq, jfrog artifactory, java, aws, mysql, hibernate, git, github, bamboo, jira, tfs, gwt, salesforce.com, wso2is",software Engineer
715544,1585,"bigdata, solutions architect, security and risk management, kubernetes, google cloud, confluence, microservices, sysops, network engineering, microsoft certified system administrator, infrastructure, continuous integration, continuos deployment, agile methodologies, aws, devops, System Administration, docker, python, jenkins, jira, node.js, django, sql, team leadership, continuous delivery, cloudformation, server administration, microsoft active directory, cloud computing, rds, shell script, terraform, serverless, azure, powershell, ansible, chef, puppet, neo4j, bigquery, gcp","DevOps, Infrastructure & Site Reliability Engineer"
715544,2871,"gcp, bigquery, neo4j, puppet, chef, ansible, powershell, azure, serverless, terraform, shell script, rds, cloud computing, microsoft active directory, server administration, cloudformation, continuous delivery, team leadership, sql, django, node.js, jira, jenkins, python, docker, System Administration, devops, aws, agile methodologies, continuos deployment, continuous integration, infrastructure, microsoft certified system administrator, network engineering, sysops, microservices, confluence, google cloud, kubernetes, security and risk management, solutions architect, bigdata","DevOps, Infrastructure & Site Reliability Engineer"
715700,1650,"jira, javascript, wordpress, html, css, node.js, less, sass, react.js, npm, mysql, grunt; gulp, photoshop, php, jquery, git, linux, continuous integration, circle ci, bemcss, postcss, elastic beanstalk, mongodb, mongoose, pug, webpack",Front-end developer
715733,1499,"artificial intelligence, machine learning, python, computer vision, continuous integration, continuos deployment, c++, rust, cmake, shell script, react.js",Machine Learning & AI Developer
715924,1177,"node.js, java, angular, electron.js, maven, cucumber, gherkin, bdd - behavior-driven development, php, backend development, spring, confluence, nosql, rest api, es2015, es6, ecmascript, symfony-php, cakephp, angular 1.x, angular 5, sql, mysql, mongodb, nedb, feathersjs, git, bitbucket, jira, bootstrap, chart.js, nedb, featherjs, node, angularjs, npm, javascript, mentoring, web development, react js, html, css, agile methodologies, kanban, aws, postgresql, saas, agile, mvc, mochajs, design patterns, object oriented design, mysql, sqlite, sequelize, sass, scss, less, less / sass, mobile development, webpack, android, react.js",Senior Software Developer
726160,946,"scrum, bamboo, relational database, soap, ejb, linux, aws, fitnesse, junit, unit testing, hibernate, rest api, javascript, angular, typescript, sql and oracle pl/sql developer, maven, spring boot, java",Fullstack Developer
758549,1693,"management, team management, kanban, data analysis, data integration - enterprise, devops, leadership, agile methodologies, scrum, aws, kubernetes, docker, ci/cd automation, hadoop, Big Data, dc/os, ansible, terraform, sql, nosql databases, travis ci, gitlab, google cloud",DevOps | Data Engineering | Cyber security
768863,1444,"docker, java, spring boot, mongodb, python, microservices",Software Engineer
768876,1772,"web development, flask, django, postgresql, mongodb, python, php",web-developer
770253,1737,"ruby on rails, react.js, javascript, git flow, react, typescript",Fullstack Developer
771228,1522,"c#, product management, project management, iot, leadership, saas, ios, android, software development, technical skills, agile methodologies, python",MBA + Product + Tech = 5+ years of hands-on produc
801593,1674,"flexbox, c#, javascript, react.js, redux, sql server, genexus 8, 9, x ev1, ev2, ev3, html, css, material ui",Web Developer
812053,1657,"sql server, oracle db, mysql, postgresql, react.js, vue.js, .net, javascript, html, css, php, drupal, graphql, sdlc practices, java, node.js, aws, sql, typescript, microservices",Full Stack Developer
813259,2868,"scrum, agile, microservices, postgresql, mysql, aws, linux, sql, scrum master, team leadership, react.js, google cloud, ruby on rails, docker, kubernetes, ruby, github, redis",Software Engineer & Team Leader
813909,2889,"android, tdd, sql, scrum, javascript, unity, primefaces, c++, html, css, pl/sql, node.js, less / sass, web services, web api, bash script, rest api, xamarin, cold fusion, knockoutjs, powershell, opencv, qt, cuda, performance optimization, adobe flex, c#, scada, unit testing, fast learning, lead developer, linux, architecture analysis, angular, java, jquery, .net, asp.net mvc, regular expressions",System Architect
856228,1761,"project management, budgeting, scrum master, sales and client focus, six sigma, object orientation, delivery processes, relational database, microsoft office, windows, data modeling and systems analysis, Big Data, people management, analytics, design thinking, lean mindset, programming, agile methodologies, scrum, logistics, leadership, team leadership, agile, kanban, management, product management, product owner, saas, software development, tdd, presentation, english, javascript, software architecture, team management, oop, mvc","IT Service, Product & Software Engineering Manager"
856323,1820,"ruby, javascript, git, github, version control, speaking to be understood, tdd, test-driven development (tdd), react, rails, es6, ruby on rails, react.js, elasticsearch, problem solving, stakeholder management",Software Developer
867979,1792,"devops, terraform, aws, git, jenkins, artifactory, nexus, subversion",Senior Associate
868016,1801,"html, github, bootstrap, vuejs, vue.js, scrum, redux, sql, cloudant, angular, php, css, flexbox, javascript, react.js, node.js, git, express.js, design thinking, adobe fireworks cs6, adobe photoshop, figma, adobe after effects, imovie, figma, excel, ibm cognos, ibm bluemix, ibm cloudant",Application Developer
868605,1416,"python, ruby on rails, vue.js, react.js, react native, redux, swift, mysql, postgresql, redis, aws, google cloud, php, wordpress, typescript, javascript",Full Stack Developer
899238,2867,"resque, mvc, postgresql, flux, backbone.js, backend development, rest api, jquery, rspec, jenkins, kafka, git, graphql, healthcare, devops, mysql, docker, python, react.js, ruby on rails, javascript, ruby",Full Stack Ruby on Rails Developer
899598,1677,"j2ee, celery, kafka, rabbit mq, django, sql, mongodb, react.js, microservices, kubernetes, flask, aws, ec2, data analysis, data science, machine learning, tableau, r programming, pandas, nosql, javascript, rest api, agile, jenkins, es7, json, mvc, json, jdbc, xml, xml/schema design, jdbc, java, node.js, python, docker, travis ci, sonarqube, ansible, github, jira, confluence, spring boot, spring, express.js, spring mvc",Java/python/javascript webapp/REST API developer
911871,2896,"full stack, sql, angular, javascript, react.js, html, css, linux, aws, test-driven development (tdd), java, code review, cloud computing, clean code, continuous integration, jenkins, postgresql, agile, clojure, python, team leadership, backend development, front end, node.js, mysql",Senior Full Stack Developer
955025,1770,"project coordination, project management, business analysis, data analysis, digital marketing, consulting, strategic planning, operations management, process improvement, communication, management, leadership",Computer Engineer | MBA
