JobId,Responsibilities,POSITION,Skills
946,"<p>Hiring partner is looking for an intermediate-senior full-stack engineer!</p>
<p><br></p>
<p>Must-have skills:&nbsp;</p>
<p>-2+yrs of experience in full-stack development.</p>
<p>-Solid proficiency in Java and JavaScript.</p>
<p>-Knowledge of Flash and Flexbox.</p>
<p><br></p>
<p><strong>IMPORTANT &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</strong></p>
<p><br></p>
<p>- Candidates that scored 70% or more in the Java and JavaScript code challenge will be considered &nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p><br></p>
<p>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommentation is hired, you'll receive $150CAD from VanHack!!! &nbsp;&nbsp;&nbsp;&nbsp;Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral &nbsp;.</p>
<p><br></p>
<p><br></p>",Full Stack Developer,"flash, flexbox, java, javascript, rest api"
1482,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Developer,"fintech, javascript, typescript"
1569,"<ul>
  <li>Excellent knowledge of JavaScript</li>
  <li>Experience with node.js and MongoDB</li>
  <li>Ability to learn quickly</li>
  <li>Strong commitment to quality</li>
  <li>Familiar with Amazon AWS Cloud Platform</li>
  <li>Experience building and scaling RESTful API</li>
  <li>Advanced proficiency with web technologies</li>
</ul>
<h6>SKILLS THIS FULL STACK DEVELOPER SHOULD HAVE</h6>
<ul>
  <li>You have experience working with front-end developers</li>
  <li>You have experience contributing to open source projects</li>
  <li>You have had previous mobile development experience&nbsp;</li>
</ul>",Full Stack Developer,"aws, javascript, mongodb, node.js"
1756,"<p>Super cool company from Toronto is hiring a Full Stack Developer to join its team!</p>
<p><br></p>
<p>Requirements:</p>
<p>- 4+yrs of professional experience</p>
<p>- Hands-on experience with MVC frameworks and ReactJS</p>
<p>- SQL databases: MySQL, PostgreSQL and etc</p>
<p><br></p>
<p>Bonus points if you have experience with Redis, Docker, AWS and Scalable applications!</p>
<p><br></p>
<p><em>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered</em></p>
<p><em>- Candidates with 70% score on our HackerRank test will be considered</em></p>
<p><br></p>
<p><em>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommendation is hired, you'll receive $150CAD from VanHack!!</em></p>
<p><em>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral</em></p>",Full Stack Developer,"aws, docker, java, laravel, mvc, mysql, node.js, php, postgresql, react.js, redis, spring"
1801,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Developer,"javascript, ruby on rails"
1804,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Developer,"devops, docker, html, java, kubernetes, typescript"
2865,"<p><strong>Must-have skills:&nbsp;</strong></p>
<p><strong>-</strong> 4+ years of experience in software development, building and maintaining web applications. &nbsp;</p>
<p>- Strong experience in HTML, CSS, <strong>JavaScript</strong>, <strong>ReactJS</strong>, AWS, RESTful APIs, <strong>Python</strong>, and <strong>Django </strong>or <strong>Flask.</strong></p>
<p>- Experience translating UI mock-ups to front-end code.</p>
<p>- Solid understanding building fast and clean APIs.</p>
<p><br></p>
<p><strong>Nice-to-have:</strong></p>
<p>-Experience and/or are comfortable managing team members and delegating tasks</p>
<p><br></p>
<p><strong>IMPORTANT</strong>&nbsp;</p>
<p>- Candidates that scored 70% or more in related code challenges (Python, Python: Django, JavaScript: HTML/CSS) will be considered. &nbsp;&nbsp;&nbsp;&nbsp;</p>
<p><br></p>
<p>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered.</p>
<p>&nbsp;&nbsp;</p>
<p>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommendation is hired, you'll receive $150CAD from VanHack!!!&nbsp;</p>
<p><br></p>
<p>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral.&nbsp;</p>",Full Stack Developer,"aws, django, flask, javascript, python, react.js, rest api"
2888,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Developer,"aws, c#, javascript, php, rest api"
2971,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Developer,"aws, javascript, mongodb, node.js, react.js, typescript"
1502,"<p><strong>What you will do:</strong><br>
You will be responsible for developing the website, building an automated testing framework, lead discussions of architecture and scale, code reviewing and documenting while positively and actively contributing with the team and helping other engineers solving complex issues.<br>
<br>
<strong>The ideal candidate:</strong><br>
- Has 3+ years of experience working with PHP/Laravel;<br>
- Has 3+ years of experience working with My SQL;<br>
- Worked with vue.js;<br>
- Worked with AWS;<br>
- Has a bachelor's degree.<br>
<br>
<strong>It's nice if the candidate:</strong><br>
- Already had a leadership role;<br>
- Worked with project management tools (GitHub or JIRA);<br>
- Already worked in the Life Sciences industry;<br>
- Has experience translating strategies and business into activities;<br>
- Has a master's degree.</p>
<p><br></p>",Full Stack Developer (PHP),"aws, github, laravel, mysql, php, team leadership, vue.js"
1634,"Amazing company is looking for a Full Stack Developer to join its team in Toronto/Canada! 
 - 4+yrs of professional experience 
 - Proficient in JavaScript, React, Redux, HTML, CSS 
 - Professional experienced in MVC Frameworks (Ruby on Rails preferably, or NodeJS) 
 - SQL database experience: i.e MySQL, PostgreSQL",Full Stack Developer (Ruby on Rails/React),"aws, docker, elasticsearch, javascript, linux, mysql, node.js, postgresql, react.js, redis, ruby on rails"
1455,"<p>The skills you’ll need:</p>
<ul>
  <li>Experience building large-scale responsive web applications</li>
  <li>Experience with Java 8, Python, React are highly desirable (If you have other experience with similar languages and frameworks, and can adapt, that helps too)</li>
  <li>Experience with MySQL, or other structured data stores, is an asset</li>
  <li>Familiar with engineering practices such as TDD, Pair Programming and Code Reviews</li>
  <li>Solid understanding of REST principles and utilisation of service APIs</li>
  <li>Experience with HTML5, CSS3, SASS, and/or Bootstrap is helpful</li>
  <li>Solid knowledge and understanding of JavaScript, not just a framework</li>
  <li>Understanding of service design, microservice architecture, onion architecture, and stored data systems is an advantage</li>
  <li>Willingness to learn and adapt to the latest technologies</li>
  <li>Bachelor's degree in Computer Science or Software Engineering or equivalent&nbsp;</li>
</ul>",Full Stack Java Developer,"java, mysql, python, react.js"
1512,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Full Stack Python Developer,"django, javascript, python, react.js"
1527,"<ul>
  <li>Spearhead the development of critical features on the product roadmap including the development of a REST API, asynchronous database syncing and an integration of a frontend JS framework.</li>
  <li>Collaborate with the team on refactoring high value systems and components of the existing codebase and make performance improvements across all integrations and systems.</li>
</ul>
<p><br>
<strong>Desired Qualities, Skills, and Experience</strong></p>
<ul>
  <li>2 – 5 years of professional experience with most or all of the technologies used in our stack: Ruby, Rails, Heroku, PostgreSQL, jQuery and JS.</li>
  <li>Proficiency in version control (git) workflows.</li>
  <li>Adept in the thorough testing of code with a number of testing frameworks.</li>
</ul>
<p><br>
<strong>Bonus Points</strong></p>
<ul>
  <li>Strong JavaScript skills and exposure to front-end frameworks such as React.js.</li>
  <li>Familiarity with the Salesforce.com platform and/or the Salesforce.com REST API.&nbsp;</li>
</ul>",Full Stack Ruby on Rails Engineer,"heroku, javascript, jquery, postgresql, react.js, ruby on rails"
1262,"<p>— Strong experience in .NET, C# and Javascript.<br>— Knowledge of front-end frameworks like React or Angular.<br>— Very good knowledge of SQL and writing efficient queries<br>— Understanding of REST API conventions and reasonable request patterns <br>— Knowledge of async programming, threads and recursion.<br>— Solid data modeling skills</p>",Full-Stack Developer / Engineer,".net, angular, c#, git, grunt, gulp, javascript, react.js, rest api, sql, webpack"
1166,"<p>JavaEE experience is a MUST HAVE.</p>
<p>Very Passionate about programming.</p>
<p>Willing to get out from the comfort area.</p>",Fullstack JavaEE Developer,"hibernate, java, javascript, react.js, spring"
1236,"<p>Join our great Proposal Software Team!</p>
<p>Bachelor's Degree in Computer Science or similar will be appreciated.</p>",Full-Stack JavaScript Developer,"agile, angular, automation, bootstrap, continuous delivery, css, ember.js, html, javascript, jquery, mvc, oop, php, sql, unit testing"
1177,"<p>We’re looking for a Senior Fullstack Developer to bring a level of depth, a willingness to mentor and an ability to inspire to our team; someone with technical expertise, dedication to curiosity, continuously learning and a desire to make a positive impact on society.&nbsp;</p>
<p>We need a Fullstack Developer with hustle who has some serious coding skills but is also abundantly humble, can be wrong and wants to seek out the best solution, whatever the source.&nbsp;</p>
<p>We want a Fullstack Developer who can step up and step in to help bring our team and our apps to the next level; someone who can proactively optimize our infrastructure and reactively put out the fires.&nbsp;</p>
<p>This is an exciting opportunity for someone who enjoys taking the reins and getting the work done, a Fullstack Developer who has opinions, technical knowledge and best practices they want to share. &nbsp;&nbsp;</p>
<p><strong>Skills which we are looking are:</strong></p>
<ul>
  <li><strong>Javascript, NodeJS, Meteor, MongoDB, Redis, AWS, Jest, Mocha.</strong></li>
  <li><strong>Candidates with 75+% Javascript/NodeJs will be considered</strong></li>
  <li><strong>Advanced or Fluent English</strong></li>
</ul>
<p><br></p>
<p><em><strong>Observation:</strong></em><em><strong>&nbsp;</strong></em></p>
<ul>
  <li><em><strong>If you've got a friend who is a good fit for this role and it's a not VanHacker yet, recommend him/her to us.&nbsp;</strong></em></li>
  <li><em><strong>If your recommendation is hired, you'll receive $150 CAD from VanHack.&nbsp;</strong></em></li>
  <li><em><strong>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral</strong></em><em><strong> &nbsp;</strong></em></li>
</ul>
<p><br></p>",Fullstack Javascript/NodeJS Developer,"aws, css, html, javascript, meteor, mochajs, node.js, redis"
1351,"<p><br></p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2XwZxIz&nbsp;</strong></p>
<p><br></p>
<p>Position</p>
<h4>(What you'll do and love doing):</h4>
<p>Experience building scalable and maintainable front-end code, also understanding fundamental concepts of unit testing, automation, Agile, and continuous delivery.</p>
<p>Has a strong focus on pure Javascript, HTML and CSS, but can also wield frameworks like JQuery, Bootstrap and Ember/Angular while being adaptable to learning new tools and frameworks.</p>
<p>Views OOP, MVC, and version control as essential to building good software.</p>
<ul>
  <li>Understands and appreciates good design, flow and user-experience.</li>
</ul>
<p>Stays up-to-date on best practices, modern web standards, optimizing for speed and performance.</p>
<ul>
  <li>While maybe not a back-end specialist, can also jump into PHP and SQL when the need arises.</li>
</ul>
<p>Communicates in a professional and friendly manner, and can hop onto support and help out a customer in a pinch.</p>
<ul>
  <li>Required Skills</li>
</ul>
<p>Experience: 1 to 5 years experience in a similar role.</p>
<ul>
  <li>Education: College degree or diploma in Information Technology, Computer Science or Software Engineering (or equivalent experience)</li>
</ul>
<p>Language: English To apply for this position, please send along a thoughtful cover letter.&nbsp;</p>",FullStack PHP Developer,"javascript, php, sql"
1416,"<p>Great company in Montreal working with cutting edge technologies! They are looking to hire as many talented FullStack Python Developers as possible and in ALL levels! (JR, Mid-Senior and Senior) to help them build the largest edge computing platform in the world!</p>
<p><strong>Required Skills:</strong></p>
<ul>
  <li>2+ years of Python development experience</li>
  <li>Strong understanding of the principles of scalable application design</li>
  <li>Knowledge of React, CSS, HTML</li>
  <li>Experience using MySQL</li>
  <li>Must have experience using Git in a distributed team.</li>
</ul>
<p><br></p>",Fullstack Python Dev (All levels!),"mongodb, mysql, python, react.js"
2982,"<p><strong>Must-have skills:</strong></p>
<p>- 4+ years of experience as a software developer, ideally in a full-stack role.&nbsp;</p>
<p>- Strong working experience with<strong> Ruby on Rails</strong> in production environments.</p>
<p>- Solid experience with <strong>jQuery</strong>, <strong>CSS</strong>, <strong>Javascript</strong>, and <strong>HTML</strong>.</p>
<p>- Good understanding working with SaaS infrastructure</p>
<p><br></p>
<p><strong>Nice-to-have skills:</strong></p>
<p>Experience working in eCommerce is a plus</p>
<p><br></p>
<p><strong>IMPORTANT&nbsp;</strong></p>
<p>- Candidates that scored 70% or more in related code challenges (<strong>Ruby on Rails</strong> and <strong>HTML/CSS</strong>) will be considered.&nbsp;</p>
<p>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered.</p>
<p><br></p>
<p>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommendation is hired, you'll receive $150CAD from VanHack!!!&nbsp;</p>
<p><br></p>
<p>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral.&nbsp;</p>",Full-stack Ruby on Rails Developer,"e-commerce, javascript, jquery, ruby on rails, saas"
1192,"<p><strong>This job is not remote, but there is no visa/sponsorship, they want someone who already has a permit or is Canadian/Permanent Resident!<br>
The Ideal Candidate:<br>
</strong>- Has 3+ years of experience as a RoR developer<br>
- Has hands-on experience with Javascript/CSS/Databases<br>
- Has hands-on experience creating/working with APIs<br>
Experience with mobile development, react, UI/UX is a plus point.<br>
</p>",Intermediate/Senior RoR developer - With permit or PR,"api, aws, css, databases, devops, html, mobile development, ruby on rails, ui, ux"
1447,"<p>We are looking for an experienced iOS Developer which has 3+ years of experience.</p>
<p>Mandatory skills:</p>
<ul>
  <li>Swift or Objective-C</li>
  <li>iOS SDK</li>
  <li>Design Patterns</li>
  <li>Clean Code</li>
</ul>
<p>If you have experience with Android Development is a plus.</p>
<p>Experience with TDD is a plus.</p>",iOS Developer,"ios, ios design patterns, objective-c, swift"
1506,"<p><strong>What you will do:</strong><br>
You will be responsible for developing and maintaining applications to different iOS devices while working with engineers and developers from different layers of the infrastructure. You will mainly focus on developing quality iOS aookications and integrating them to back-end services.<br>
<br>
<strong>The ideal candidate:</strong><br>
- Has 3+ years of overall experience;<br>
- Has at least 2 years of experience working with Objective C and Swift;<br>
- Worked with APIs (and has experience getting the responses and mapping locally);<br>
- Worked with flexible UIs;<br>
- Has experience with RestKit and other libraries;<br>
- Has a bachelor's degree.<br>
<br>
<strong>It's nice if the candidate:</strong><br>
- Already had a leadership role;<br>
- Worked with project management tools (GitHub or JIRA);<br>
- Already worked in the Life Sciences industry;<br>
- Has experience translating strategies and business into activities;<br>
- Has a master's degree.&nbsp;</p>",iOS Developer,"api, github, objective-c, swift, team leadership"
1621,"<p>iOS Developer</p>
<p>Permanent employee</p>
<p>Bamberg</p>
<p>Full time</p>
<p>RESPONSIBLITIES</p>
<p>• Conception, development and support of a high-performance and secure iOS app in the IoT</p>
<p>area</p>
<p>• Conception and development of automated builds and deployments</p>
<p>• Cooperation in designing the app</p>
<p>• Implementation of the mobile app design</p>
<p>WHAT WE ARE LOOKING FOR</p>
<p>• very good Swift skills</p>
<p>• good experience in the development of resource-efficient apps</p>
<p>• profound experience with the use of REST APIs</p>
<p>• good experience with automated builds and deployments</p>
<p>• readable and maintainable code (compliance with clean-code principles)</p>
<p>• Experience in the development of SDKs</p>
<p>• Experience in ReactNative</p>
<p>DESIRABLE SKILLS</p>
<p>• experience of design and usability</p>
<p>• ObjectiveC knowledge</p>
<p>• experience in CoreData</p>
<p>Required English Level: Fluent/Advanced</p>
<p>Code Verification Completion is mandatory.</p>
<p>Observation: If you have a friend or colleague who is a good fit for this role and is not on VanHack yet, recommend him/her to us. If your recommendation is hired, you'll receive $150 CAD from VanHack. Use this link to get your personal referral link: https://app.vanhack.com/New/#/referral &nbsp;</p>",iOS Developer,"coredata, objective-c, react native, rest api, swift"
1643,"<p>This web and mobile development agency needs an Intermediate/Senior mobile developer to join their growing team.<br>
Someone with experience creating applications for Mobile using Objective-C/Swift or iOS native.</p>
<p><strong>The ideal candidate:</strong><br>
- Has a minimum of 4 years experience as a mobile developer - iOS<br>
- Is someone who is more focused on quality vs. speed, someone who stands behind their creation a 100%<br>
- Someone who is Flexible and likes to work on more than one platform.<br>
- Has a Positive attitude and is willing to learn more and grow<br>
- <strong>Is an EXCELLENT communicator</strong> (Both verbal and Written) <br>
Communication skills are very important for this role (you will have many zoom/phone calls with customers)<br>
- Has a University degree (i.e. Bachelors' in Computer Science or a similar discipline)<br>
<br>
<strong>Nice to have:</strong><br>
- Back-end/servers Ruby/Rails , AWS experience ...<br>
- Front-end/ Web&nbsp;development experience (Javascript/HTML/CSS)<br>
Or design experience (UI/UX)<br>
</p>
<p><strong>More info:</strong><br>
Why Halifax? https://www.narcity.com/ca/ns/halifax/best-of-hfx/10-reasons-halifax-best-city-canada</p>
<p><strong>- P.S: <br>
1. </strong>The hired candidate will start to work remotely for 2-3 months before moving to Halifax.<br>
<strong>2.</strong> &nbsp;If you have a friend or colleague who would be a good fit for this role and is not yet on VanHack recommend them to us. <br>
If your recommendation is hired, you'll receive $150 CAD from VanHack. <br>
Login and use this link to get your personal referral link to send to your friends: https://app.vanhack.com/New/#/referral <br>
<br>
Good luck<br>
</p>",iOS Developer,"aws, css, html, ios native framework, javascript, objective-c, ruby on rails, swift"
1547,"<p>Great company in vancouver working on &nbsp;the re-shaping the definition of corporate banking applications is looking for a Java 8 Developer!</p>
<p><strong>Required Skills:</strong></p>
<ul>
  <li>5+ years of experience with Java &nbsp;and currently working with Java 8.</li>
  <li>Be passionate about working with backend development.</li>
  <li>Experience working with start-ups and be willing to join one.</li>
  <li>Great English skills as you'll be handling with clients directly</li>
  <li>Background working on Banking applications is a plus. &nbsp;</li>
</ul>
<p><strong>Observation:</strong> If you have a friend or colleague who is a good fit for this role and is not on VanHack yet, recommend him/her to us. If your recommendation is hired, you'll receive $150 CAD from VanHack. Use this link to get your personal referral link: https://app.vanhack.com/New/#/referral&nbsp;&nbsp;</p>",Java 8 Developer,"backend development, hibernate, java, spring"
1694,"<p>Opportunity for a JavaScript Developer to join a company in Toronto!</p>
<p><br></p>
<p>- 3+ yrs of professional experience working with JavaScript</p>
<p>- React and GIT experience</p>
<p>- Experience with RestAPI</p>
<p>- Experience with Testing framework (ie Mocha, Jest)</p>
<p><br></p>
<p>If you have experience with backend languages like: Ruby, Python, Go.. is a huge plus!</p>
<p><br></p>
<p><strong>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered</strong></p>
<p><strong>- Candidates with 70% score on our HR test will be considered</strong></p>
<p><br></p>
<p><em>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommentation is hired, you'll receive $150CAD from VanHack!!</em></p>
<p><em>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral</em></p>
<p><br></p>",Javascript Developer,"git, go lang, graphql, hadoop, javascript, matlab, pandas, python, react.js, rest api, ruby, spark, technical documentations"
1357,"<p><br>
</p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2XyXGmv&nbsp;</strong></p>
<p><br></p>
<p><strong>About NestReady</strong></p>
<p>NestReady is looking for ambitious, highly motivated, driven professionals with strong technical skills to join our team! We are a real estate technology company with over 6 years of experience in building innovative tools to empower the next generation to enter the real estate market. Our environment is fast-paced, challenging, and ultimately very rewarding for the right person.</p>
<p><br></p>
<p><strong>Our product</strong></p>
<p>NestReady is a real estate platform that brings all parts of the home-buying experience together. It is a digital platform that removes the stress from the homebuying process creating transparency and accessibility every step of the way. NestReady transforms the customer experience through data processing and user pattern identification. We define a systematic journey from beginning to end that allows us to provide the best in class home buying guidance.</p>
<p>Our platform is built to be integrated within financial institutions platforms to help our partners provide a full home buying experience - from discovery to financing.</p>
<p><br></p>
<p><strong>Who you’ll work with</strong></p>
<p>Reporting directly to the VP of Product &amp; Development, you will provide the technological vision and leadership in the development, implementation, and support of our product. You will oversee the quality of the architecture, codebase, and infrastructure of the product, delivering designs to agreed specifications within timelines and budget constraints.</p>
<p>You thrive in a startup environment, with a strong desire to help build for the future and enjoy leading a team of engineers. You are an entrepreneurial, results-oriented, customer-focused leader who will manage technical discussions with business prospects, understand and assess their requirements, prepare and present NestReady offerings, and provide recommendations for optimal solutions.</p>
<p>As the leader of this team, you will also be responsible for hiring a team of exceptional engineers as we grow our business.</p>
<p><br></p>
<p><strong>What you’ll be working on</strong></p>
<ul>
  <li>Develop and advocate the technological vision and roadmap with the development team</li>
  <li>Influence technical direction by choosing the best tools and approaches &amp; ensure delivery of the high-quality end product</li>
  <li>Define a strategy to manage development processes to ensure that the engineering team delivers with the highest levels of quality, efficiency, and predictability</li>
  <li>Work closely with the product and sales teams to define product specifications, new features, and client requirements</li>
  <li>Build, manage, mentor and lead a team of Backend and Front End developers</li>
  <li>Writing back-end code in Ruby and improving our current code</li>
  <li>Design and implement robust features that perform and scale for millions of users</li>
  <li>Architecture and performance optimization of complex customizable software apps</li>
  <li>Constantly seek and advocate for adopting new bold new technologies for our product</li>
  <li>Support planning and documentation of technical architecture</li>
</ul>
<p><br></p>
<p><strong>What you have</strong></p>
<ul>
  <li>Minimum 5 years professional experience with Ruby/Rails framework or other full-stack frameworks</li>
  <li>Minimum 3 years of demonstrated experience leadership experience</li>
  <li>Able to work independently with little to no supervision</li>
  <li>Strong ability to communicate and align with the executive team and corporate roadmap</li>
  <li>Strong ability to present, synthesize and influence change</li>
  <li>Self-driven</li>
  <li>Strong organizational skills with great attention to detail</li>
  <li>Creative problem solving</li>
</ul>
<p><br></p>
<p><strong>It would be great if you had</strong></p>
<ul>
  <li>Strong knowledge of Javascript, React, NodeJS</li>
  <li>Knowledge of MongoDB, PostgreSQL, Graphs, and Geoprocessing</li>
  <li>Experience with a startup environment</li>
  <li>Appreciation for agile development and efficient code</li>
  <li>Have experience creating technical documentation</li>
  <li>Previously contributed to open source projects</li>
</ul>
<p><br></p>
<p><strong>What We Offer</strong></p>
<ul>
  <li>Sponsorship for Canadian work visa</li>
  <li>Flexible work schedule</li>
  <li>Casual dress code</li>
  <li>Open office space in Old Port</li>
  <li>Free coffee, snacks, and drinks</li>
  <li>Health Benefits covered up to 80%</li>
  <li>Fun parties and team building activities</li>
  <li>Opportunities for advancement</li>
</ul>",Lead BackEnd RoR Developer,"javascript, ruby on rails"
1603,"<p>This job is for a Lead/Senior RoR BE engineer who is well-versed in the full software development cycle and is able to quickly iterate and ship code on a regular basis. If you are living outside Canada, you will be expected to work remotely for up to 3 months first before moving to the headquarters in Vancouver.<br>
&nbsp;</p>
<p><strong>The Ideal Candidate</strong><br>
 - Is a highly skilled individual, someone who has many years of top quality industry expertise as well as leadership experience<br>
 - Has 7+ years experience as a back-end software engineer<br>
 - Hands-on experience building Apis<br>
 - Has deep knowledge and +3 years of experience of Ruby on Rails, APIs and JavaScript (experience with JS Frameworks like: React, Redux, ES6... is a plus point)<br>
 - Hands on Experience with AWS<br>
 - Experience with more than one DB system (both sql and nosql)<br>
 - Has experience working in an agile software development environment.<br>
 - Has great communication skills (good verbal and written English)<br>
 - Has a university degree in computer science or equivalent</p>
<p><strong>Plus points:</strong><br>
 Experience with React and other JS frameworks will be a great bonus point,&nbsp;</p>
<p><strong>P.S:</strong> <br>
 Got a friend who is a good fit for this role and it's not a VanHacker yet? <br>
 You can recommend him/her to JOIN us!! <br>
 And if your referred friend gets hired, you'll receive 150 CAD from VanHack as a Thank you gift!! You will also be entered in a draw to win a trip to Vancouver.<br>
&nbsp;</p>
<p>Use this link to get your personal referral link to send to your qulified friends:</p>
<p>https://app.vanhack.com/New/#/referral</p>",Lead BackEnd RoR Developer,"aws, javascript, react.js, rest api, ruby on rails"
1275,"<p><strong>The Ideal Candidate:</strong></p>
<p>- Has 7+ years expereince developing and designing load balanced REST APIs for web or mobile apps as well as 3rd party API integrations.<br>- Has at least 5 years experience working with Node.js and deploying scalable applications that serve a large number of users<br>- Has hands-on experience with load testing, monitoring as well as performance testing tools <br>- Has hands-on experience with API documentation tools, like Swagger<br>- Has Experience with MS Azure cloud for Compute, Storage, Data Management (or AWS/ Google Cloud etc..)<br>- Has strong working experience with Postgres DB.<br>- Has hands-on experience with authentication: OAuth2<br>- Is an excellent communicator and team player- Has a University degree in Computer Science/Engineering or equivalent degree/work experience&nbsp;</p>
<p><strong>Nice to have</strong></p>
<p>- Experience with document databases<br>- Experience with html/css<br>- Experience with react.js or RoR<br>- Prior experience in the medical/healthcare industry<br>- Experience with EU compliance such as GDPR or HIPAA <br>
</p>
<p><br></p>",Lead/Senior NodeJs Developer,"aws, azure, docker, google cloud, javascript, node.js, oauth2, postgresql, react.js, rest api, ruby on rails, swagger"
